"GEN_name","GEN_price","GEN_description","GEN_website","GEN_duration","GEN_language","GEN_isTicketAvailable","SCIENCE_topic","GEN_geoURI","GEN_workURI","DATETIME_startDate","DATETIME_endDate","DATETIME_startTime","DATETIME_endTime","SCHEDULE_byDay","SCHEDULE_byMonth","SCHEDULE_byMonthDay","SCHEDULE_repeatCount","SCHEDULE_repeatFrequency"
"Talk Science alla Sfera NOAA","Compreso nel biglietto d'ingresso al museo","​​​​​​Esperimenti e dimostrazioni per dialogare di scienza attraverso l’exhibit Science on a Sphere.; Ottobre: OCEANI e CLIMA / LASCIA LA TUA IMPRONTA ECOLOGICA; Novembre: LA PLASTICA AL GIRO DI BOA / ALLUVIONI; Sabato, domenica e festivi: ore 10.30; 12.30; 14.00;​ 16.00 e 18.00; Dicembre: VIAGGI E FANTAVIAGGI: DALLA LUNA ALLE COLONIE SPAZIALI / IN VIAGGIO PER MARTE: COSA METTO IN VALIGIA?; Dal 1 al 20 dicembre, ​s​​abato, domenica e festivi: ore 10.30; 12.30; 14.00;​16.00 e 18.00; ​​Dal 21 dicembre al 6 gennaio, tutti i giorni di apertura con gli orari sopra​citati​; ​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Talk-Science-alla-Sfera-NOAA-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,,,"12.30",,"['sabato', 'domenica']",,,,"daily"
"Tanti auguri Dolomiti","Vedi testo","Tutto pronto per il decennale del riconoscimento UNESCO: le Dolomiti, Patrimonio Mondiale, lanciano un programma di eventi diffusi e l’impegno per un futuro sempre più sostenibilità. Anche al Museo Geologico delle Dolomiti a Predazzo sono in programma due mostre e numerosi eventi e attività per festeggiare i Monti Pallidi.; MOSTRE; Visitabili durante gli orari di apertura del museo; Ingresso compreso nel biglietto d'ingresso; Il mondo misterioso delle grotte nelle Dolomiti; Inaugurazione 21 giugno 2019, ore 17; Un suggestivo allestimento presenta gli studi sulle principali grotte nelle Dolomiti e racconta delle creature mitiche che le abitano.; In collaborazione con il Museum Ladin Ursus ladinicus di San Cassiano.; Fino al 31 gennaio 2020.; 10 libri per raccontare le Dolomiti; Inaugurazione 21 giugno 2019, ore 17; Una mostra in dieci tappe racconta la cronaca di una scoperta: quella del territorio dolomitico. In collaborazione con la Biblioteca Comunale di Predazzo.; Fino al 10 gennaio 2020.; ALTRI EVENTI; 31 luglio e 7, 14, 21, 28 agosto 2019, ore 21; Dolomiti, paesaggi letterari; Un ciclo di letture, collegate alla mostra '10 libri per raccontare le Dolomiti', attorno alle pagine più significative di questo racconto secolare. Degustazione in collaborazione con la cantina Endrizzi.; Prenotazione consigliata t. 0462 500366.; 1, 8, 22 e 29 agosto 2019, ore 21; Nuovo cinema Dolomiti; La bellezza delle montagne Patrimonio UNESCO raccontata attraverso il grande cinema, con proiezioni all'aperto nella piazza di Predazzo. In collaborazione con il Trento Film Festival.; PROGRAMMA PROIEZIONI; 1 agosto - Dolomiti e alpinismo; Panorama; Donna Fugata; Aaron Durogati - Playing with the invisible; 8 agosto - Dolomiti e vita di montagna; Con la partecipazione di Gabriele Carletti, regista di 'La scelta di Quintino'; Carano non è Pamplona; Il tempo lieve. Luoghi, persone e storie a Mezzano; La scelta di Quintino; La foresta ferita; 22 agosto - Dolomiti e grandi classici; Blind Husbands di Erich von Stroheim; 29 agosto - Dolomiti e fiction; Con la partecipazione di Claudio Groff, Servizio foreste e fauna Provincia autonoma di Trento - Pagina Ufficiale; L'orso (L'ours); Ogni mercoledì, dal 3 luglio al 28 settembre 2019, ore 9.30 - 15.30; Geotrekking Torre di Pisa, emozioni in quota; Escursione geologica alla scoperta dell'atollo del Latemar, perla dell'arcipelago fossile delle Dolomiti. In collaborazione con Latemar MontagnAnimata e Latemarium.; Ritrovo a Passo Feudo, raggiungibile con impianti di risalita.; Prenotazioni entro le 18.30 del giorno precedente t. 331 9241567.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Tanti-auguri-Dolomiti-Predazzo-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Museo%20Geologico%20delle%20Dolomiti%20di%20Predazzo",,,,,,"[]","[]","[]",,
"TinkerFun","Tariffa compresa nel biglietto d'ingresso","Scopri TinkerFun: un'attività sviluppata dal MUSE FabLab che promuove la creatività e l'innovazione, sviluppando soluzioni fantasiose e stimolando ingegnosità.; All'interno del MUSE, in uno spazio appositamente riservato, i piccoli visitatori potranno cimentarsi a costruire strutture e oggetti per poi riadattarli alla luce di nuove 'scoperte' fatte durante l'attività. Il tutto con un approccio giocoso, mutevole e flessibile.; OTTOBRE: Vento in Poppa e I-Mekk; NOVEMBRE: La macchina di Vaidas e Buildo; DICEMBRE: Vento in Poppa e I-Mekk; Speciale Nintendo Labo; MARTE 2045 - ore 10-13 e 15-18; 26 e 27 ottobre; 16 e 17 novembre; 28 e 29 dicembre; Riuscirete a ripulire la pista di atterraggio del pianeta rosso per far atterrare i rifornimenti per la colonia? Con i Toy-Con e la console Nintendo Switch costruirete e comanderete un robot escavatore per eliminare i rifiuti della pista prima che arrivi la tempesta di sabbia!","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/TinkerFun-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,,,"15.00","19.00","['sabato', 'domenica']",,,,"daily"
"Visita animata per famiglie","€ 3 (oltre al biglietto d'ingresso)","Speciali percorsi di visita dedicati a bambini e famiglie per scoprire come parlano gli animali, quali difficoltà affrontano gli uccelli migratori o come vivevano i dinosauri.; Per famiglie con bambini età 5-10 anni.; Sabato ore 15; Domenica e festivi ore 11 e 15; Ottobre: Ma come parli?; Novembre: Dino&Sauro; Dicembre: Liberi di volare","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Visita-animata-per-famiglie-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,,,"11.00",,"['sabato', 'domenica']",,,,"daily"
"Visita animata per famiglie","€ 3 (oltre al biglietto d'ingresso)","Speciali percorsi di visita dedicati a bambini e famiglie per scoprire come parlano gli animali, quali difficoltà affrontano gli uccelli migratori o come vivevano i dinosauri.; Per famiglie con bambini età 5-10 anni.; Sabato ore 15; Domenica e festivi ore 11 e 15; Ottobre: Ma come parli?; Novembre: Dino&Sauro; Dicembre: Liberi di volare","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Visita-animata-per-famiglie-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,,,"15.00",,"['sabato', 'domenica']",,,,"daily"
"M’ammalia","Attività compresa nel biglietto d’ingresso","​Quiz, caccia agli indizi, travestimenti e attività, anche per i piccolissimi, per scoprire tante curiosità sui mammiferi in occasione dell’undicesima edizione di M’ammalia, la settimana dei mammiferi.; Anche quest’anno il museo partecipa a M’ammalia, la rassegna italiana di eventi dedicati alla divulgazione scientifica sui mammiferi con attività a tema. Le proposte, a fruizione libera, si svolgeranno tutta la giornata nelle sale espositive intorno al tema “Mammiferi in movimento: specie che arrivano e che specie che tornano'.; PROGRAMMA COMPLETO; Spot the mammal! Trova il mammifero; Raccogli gli indizi, trova i mammiferi giusti nelle sale espositive del Muse e manda la loro foto alla tua guida virtuale. Una divertente sfida utilizzando WhatsApp.; Target: per tutti con il proprio smartphone; Orario: 11.00, 12.30, 14.30, 16.00, 17.30; Durata 1 ora; Prenotazione necessaria in loco; Crani, ossa, denti; Reperti originali pronti per essere raccontati, spiegati e toccati, per scoprire interessanti storie e curiosità su mammiferi che arrivano, che tornano o che se ne vanno...; Target: per tutti; Orario: apertura museo; Nei panni di…; Travestimenti realistici per trasformarsi in piccoli mammiferi di bosco e apprendere comportamenti e abitudini.; Target: 5-10 anni; Orario: apertura museo; Mammaliquiz!; Quanto ne sai sui mammiferi? Mettiti alla prova e sfida gli avversari. Quesiti a risposta multipla a tema mammiferi con la tecnologia kahoot.; Target: per tutti con il proprio smartphone; Orario: 10.30, 12.30, 14.00, 16.00, 18.00; Durata 20 minuti; Speciale Area Maxi Ooh! - Demonstration Con le orecchie di Lupo; La lettura animata e multisensoriale del libro 'Con le orecchie di Lupo' offre la possibilità di esplorare il mondo dei suoni e dei rumori.; Target: 1-5 anni; Orario: 10.00-11.00 e 18.00-19.00; Tariffa compresa nel biglietto d'ingresso al MUSE; Microattività Grr… quak… mao e Come cammina un mammifero?; Dopo aver identificato il verso e scoperto chi lo produce, I bambini partiranno alla ricerca dell'animale nascosto nel Maxi Ooh! Potranno poi provare a camminare come un orsetto, saltare come un leprotto e correre come un lupetto.; Target: 1-5 anni; Orario: dalle 11.00 alle 18.00, ogni ora; Tariffa compresa nel biglietto d'ingresso al Maxi Ooh!; Scopri tutti gli appuntamenti della rassegna","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Mammalia-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"2/11/2019","2/11/2019","10.00","19.00","[]","[]","[]",,
"M’ammalia","Attività compresa nel biglietto d’ingresso","​Quiz, caccia agli indizi, travestimenti e attività, anche per i piccolissimi, per scoprire tante curiosità sui mammiferi in occasione dell’undicesima edizione di M’ammalia, la settimana dei mammiferi.; Anche quest’anno il museo partecipa a M’ammalia, la rassegna italiana di eventi dedicati alla divulgazione scientifica sui mammiferi con attività a tema. Le proposte, a fruizione libera, si svolgeranno tutta la giornata nelle sale espositive intorno al tema “Mammiferi in movimento: specie che arrivano e che specie che tornano'.; PROGRAMMA COMPLETO; Spot the mammal! Trova il mammifero; Raccogli gli indizi, trova i mammiferi giusti nelle sale espositive del Muse e manda la loro foto alla tua guida virtuale. Una divertente sfida utilizzando WhatsApp.; Target: per tutti con il proprio smartphone; Orario: 11.00, 12.30, 14.30, 16.00, 17.30; Durata 1 ora; Prenotazione necessaria in loco; Crani, ossa, denti; Reperti originali pronti per essere raccontati, spiegati e toccati, per scoprire interessanti storie e curiosità su mammiferi che arrivano, che tornano o che se ne vanno...; Target: per tutti; Orario: apertura museo; Nei panni di…; Travestimenti realistici per trasformarsi in piccoli mammiferi di bosco e apprendere comportamenti e abitudini.; Target: 5-10 anni; Orario: apertura museo; Mammaliquiz!; Quanto ne sai sui mammiferi? Mettiti alla prova e sfida gli avversari. Quesiti a risposta multipla a tema mammiferi con la tecnologia kahoot.; Target: per tutti con il proprio smartphone; Orario: 10.30, 12.30, 14.00, 16.00, 18.00; Durata 20 minuti; Speciale Area Maxi Ooh! - Demonstration Con le orecchie di Lupo; La lettura animata e multisensoriale del libro 'Con le orecchie di Lupo' offre la possibilità di esplorare il mondo dei suoni e dei rumori.; Target: 1-5 anni; Orario: 10.00-11.00 e 18.00-19.00; Tariffa compresa nel biglietto d'ingresso al MUSE; Microattività Grr… quak… mao e Come cammina un mammifero?; Dopo aver identificato il verso e scoperto chi lo produce, I bambini partiranno alla ricerca dell'animale nascosto nel Maxi Ooh! Potranno poi provare a camminare come un orsetto, saltare come un leprotto e correre come un lupetto.; Target: 1-5 anni; Orario: dalle 11.00 alle 18.00, ogni ora; Tariffa compresa nel biglietto d'ingresso al Maxi Ooh!; Scopri tutti gli appuntamenti della rassegna","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Mammalia-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"3/11/2019","3/11/2019","10.00","19.00","[]","[]","[]",,
"Intrecci, pasticci e trame da tutto il mondo","vedi testo","​​​​​​​​Tra suolo, colori, stoffe ed energia: quattro domeniche creative per imparare a sostenere il futuro con le nostre mani realizzando regali sostenibili, riciclando materiali e personalizzando prodotti per renderli unici, fatti a mano e con il cuore.; Progetto realizzato in collaborazione con Associazione Mazingira, per approfondire i valori dell’interculturalità e la connessione con i 17 SDG dell’agenda 2030 dell’ONU.; Prenotazione obbligatoria:; tel: 0461 270311; email: associazione.mazingira@gmail.com​; PROGRAMMA; Economia circolare - domenica 3 novembre; Dalle 14 alle 16.30; Laboratorio sartoriale realizzato con indumenti di riciclo a cura di Associazione El Costurero.; I partecipanti sono invitati a portare vecchie maglie o cravatte in disuso per imparare a realizzare nuovi oggetti utili per la vita quotidiana, come ad esempio shopping bag in tela o federe per cuscini personalizzate.; Racconto dell'installazione presente in museo “Nei Piedi dell'Altro”, un muro “parlante” sui cambiamenti climatici e le migrazioni umane creato da un gruppo di circa 60 giovani trentini in collaborazione con varie realtà del territorio. A cura di Associazione Viração&Jangada.; Tariffa € 15 a persona; Dalle 17 alle 19; Laboratorio sartoriale di riuso di vecchi abiti personalizzabili con applicazioni e inserti di stampe africane a cura di Officina de l'ucia. I partecipanti potranno realizzare alcuni cartamodelli delle personalizzazioni desiderate, che saranno poi realizzate da Salim e da Rosy, sarti professionisti dell’Officina.; Tra un cartamodello e l’altro, chicche di storia delle stoffe e della sartoria a cura di Franca Bertagnolli, designer e stilista professionista.; Tariffa € 15 a persona; Energia - domenica 10 novembre; Dalle 14 alle 16.30; Racconto della nascita e delle finalità dell'Associazione Liter of Light e presentazione dei progetti realizzati nei diversi continenti. Un incontro informale con la possibilità di interagire e fare domande al team dell'associazione.; Infine laboratorio su solare e microcredito con l’associazione Microfinanza e Sviluppo. Per bambini dai 7 ai 14 anni, e per i genitori che vorranno unirsi.; 'Risparmiando si impara. - Il Monopoli del risparmio e delle energie rinnovabili in Tanzania'.Si tratterà di una simulazione molto semplificata di una riunione di una VICOBA (Village Community Banks), in cui i partecipanti avranno il ruolo dei membri, alle prese con i propri risparmi, le spese e gli investimenti e con un focus su spese e investimenti per tecnologie rinnovabili.​; Ingresso gratuito; Dalle 17 alle 19; Laboratorio per la realizzazione di Wonderbag curato dall’associazione Mazingira in collaborazione con l’associazione La voce delle donne della Val di Fiemme, che con le loro sarte esperte darà nuova vita a vecchie lenzuola portate dai partecipanti, realizzando le mitiche Wonderbag, le borse delle meraviglie, che verranno impreziosite utilizzando anche bellissime stoffe africane.; Tariffa € 15 a persona​; Agricoltura e uso del suolo - domenica 17 novembre; Dalle 14 alle 16.30; ACAV - Associazione Centro Aiuti Volontari racconta, insieme ad esperti della Fondazione Edmund Mach, la trasformazione del sistema agricolo in Trentino dagli inizi del ‘900 a oggi mettendo a confronto la realtà dell’Uganda con i diversi progetti di forestazione e frutticoltura. Un laboratorio con piantine ed essenze tropicali per toccare, esplorare ed imparare, giocando e costruendo insieme all'illustratore Flavio Rosati una storia in fumetto.​​; Ingresso gratuito; ​; ​; Dalle 17 alle 19; Quanto ne sai di agricoltura familiare? Partecipa all'AGRIQUIZ a cura di GTV - Gruppo Trentino di Volontariato per conoscere il mondo dell'agricoltura familiare e contribuire al raggiungimento dell'obiettivo di sviluppo sostenibile numero 2: sconfiggere la fame.​; ​Inoltre, laboratorio a cura di Antonella Agostini​, dell'associazione Nadir Onlus Trento​, con piccola mostra di terreni diversi e di humus forestali e di torba in vaschette e prove di valutazione ph terreno con cartina tornasole o con aceto e bicarbonato. Appronfondimento di piccoli accorgimenti per le nostre piante di appartamento o giardino.; Ingresso gratuito; Intercultura - domenica 24 novembre; Dalle 14 alle 19; Racconto della nascita e delle finalità del progetto di integrazione Nao Now di Shane Rehman che prevedeva la colorazione di tessuti da riutilizzare con tecnica tie dye. Una tecnica molto divertente, semplice ma anche complessa. Si invitano i partecipanti a portare vecchi tessuti (magliette, gonne, cuscini) per ricolorarli e personalizzarli.; Infine, laboratorio alla scoperta di piante e tecniche tintorie. Eco-print, estrazione di coloranti naturali e mordenzatura: cos'è e come si fa. Visita alla serra del MUSE per cercare piante ed erbe tintorie. A seguire, 'Baco da seta, la farfalla dal filo prezioso' laboratorio sulla seta, dalla sua produzione alla colorazione.; Tariffa € 15 a persona","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Intrecci-pasticci-e-trame-da-tutto-il-mondo.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"3/11/2019","3/11/2019",,,"[]","[]","[]",,
"Intrecci, pasticci e trame da tutto il mondo","vedi testo","​​​​​​​​Tra suolo, colori, stoffe ed energia: quattro domeniche creative per imparare a sostenere il futuro con le nostre mani realizzando regali sostenibili, riciclando materiali e personalizzando prodotti per renderli unici, fatti a mano e con il cuore.; Progetto realizzato in collaborazione con Associazione Mazingira, per approfondire i valori dell’interculturalità e la connessione con i 17 SDG dell’agenda 2030 dell’ONU.; Prenotazione obbligatoria:; tel: 0461 270311; email: associazione.mazingira@gmail.com​; PROGRAMMA; Economia circolare - domenica 3 novembre; Dalle 14 alle 16.30; Laboratorio sartoriale realizzato con indumenti di riciclo a cura di Associazione El Costurero.; I partecipanti sono invitati a portare vecchie maglie o cravatte in disuso per imparare a realizzare nuovi oggetti utili per la vita quotidiana, come ad esempio shopping bag in tela o federe per cuscini personalizzate.; Racconto dell'installazione presente in museo “Nei Piedi dell'Altro”, un muro “parlante” sui cambiamenti climatici e le migrazioni umane creato da un gruppo di circa 60 giovani trentini in collaborazione con varie realtà del territorio. A cura di Associazione Viração&Jangada.; Tariffa € 15 a persona; Dalle 17 alle 19; Laboratorio sartoriale di riuso di vecchi abiti personalizzabili con applicazioni e inserti di stampe africane a cura di Officina de l'ucia. I partecipanti potranno realizzare alcuni cartamodelli delle personalizzazioni desiderate, che saranno poi realizzate da Salim e da Rosy, sarti professionisti dell’Officina.; Tra un cartamodello e l’altro, chicche di storia delle stoffe e della sartoria a cura di Franca Bertagnolli, designer e stilista professionista.; Tariffa € 15 a persona; Energia - domenica 10 novembre; Dalle 14 alle 16.30; Racconto della nascita e delle finalità dell'Associazione Liter of Light e presentazione dei progetti realizzati nei diversi continenti. Un incontro informale con la possibilità di interagire e fare domande al team dell'associazione.; Infine laboratorio su solare e microcredito con l’associazione Microfinanza e Sviluppo. Per bambini dai 7 ai 14 anni, e per i genitori che vorranno unirsi.; 'Risparmiando si impara. - Il Monopoli del risparmio e delle energie rinnovabili in Tanzania'.Si tratterà di una simulazione molto semplificata di una riunione di una VICOBA (Village Community Banks), in cui i partecipanti avranno il ruolo dei membri, alle prese con i propri risparmi, le spese e gli investimenti e con un focus su spese e investimenti per tecnologie rinnovabili.​; Ingresso gratuito; Dalle 17 alle 19; Laboratorio per la realizzazione di Wonderbag curato dall’associazione Mazingira in collaborazione con l’associazione La voce delle donne della Val di Fiemme, che con le loro sarte esperte darà nuova vita a vecchie lenzuola portate dai partecipanti, realizzando le mitiche Wonderbag, le borse delle meraviglie, che verranno impreziosite utilizzando anche bellissime stoffe africane.; Tariffa € 15 a persona​; Agricoltura e uso del suolo - domenica 17 novembre; Dalle 14 alle 16.30; ACAV - Associazione Centro Aiuti Volontari racconta, insieme ad esperti della Fondazione Edmund Mach, la trasformazione del sistema agricolo in Trentino dagli inizi del ‘900 a oggi mettendo a confronto la realtà dell’Uganda con i diversi progetti di forestazione e frutticoltura. Un laboratorio con piantine ed essenze tropicali per toccare, esplorare ed imparare, giocando e costruendo insieme all'illustratore Flavio Rosati una storia in fumetto.​​; Ingresso gratuito; ​; ​; Dalle 17 alle 19; Quanto ne sai di agricoltura familiare? Partecipa all'AGRIQUIZ a cura di GTV - Gruppo Trentino di Volontariato per conoscere il mondo dell'agricoltura familiare e contribuire al raggiungimento dell'obiettivo di sviluppo sostenibile numero 2: sconfiggere la fame.​; ​Inoltre, laboratorio a cura di Antonella Agostini​, dell'associazione Nadir Onlus Trento​, con piccola mostra di terreni diversi e di humus forestali e di torba in vaschette e prove di valutazione ph terreno con cartina tornasole o con aceto e bicarbonato. Appronfondimento di piccoli accorgimenti per le nostre piante di appartamento o giardino.; Ingresso gratuito; Intercultura - domenica 24 novembre; Dalle 14 alle 19; Racconto della nascita e delle finalità del progetto di integrazione Nao Now di Shane Rehman che prevedeva la colorazione di tessuti da riutilizzare con tecnica tie dye. Una tecnica molto divertente, semplice ma anche complessa. Si invitano i partecipanti a portare vecchi tessuti (magliette, gonne, cuscini) per ricolorarli e personalizzarli.; Infine, laboratorio alla scoperta di piante e tecniche tintorie. Eco-print, estrazione di coloranti naturali e mordenzatura: cos'è e come si fa. Visita alla serra del MUSE per cercare piante ed erbe tintorie. A seguire, 'Baco da seta, la farfalla dal filo prezioso' laboratorio sulla seta, dalla sua produzione alla colorazione.; Tariffa € 15 a persona","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Intrecci-pasticci-e-trame-da-tutto-il-mondo.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"10/11/2019","10/11/2019",,,"[]","[]","[]",,
"Intrecci, pasticci e trame da tutto il mondo","vedi testo","​​​​​​​​Tra suolo, colori, stoffe ed energia: quattro domeniche creative per imparare a sostenere il futuro con le nostre mani realizzando regali sostenibili, riciclando materiali e personalizzando prodotti per renderli unici, fatti a mano e con il cuore.; Progetto realizzato in collaborazione con Associazione Mazingira, per approfondire i valori dell’interculturalità e la connessione con i 17 SDG dell’agenda 2030 dell’ONU.; Prenotazione obbligatoria:; tel: 0461 270311; email: associazione.mazingira@gmail.com​; PROGRAMMA; Economia circolare - domenica 3 novembre; Dalle 14 alle 16.30; Laboratorio sartoriale realizzato con indumenti di riciclo a cura di Associazione El Costurero.; I partecipanti sono invitati a portare vecchie maglie o cravatte in disuso per imparare a realizzare nuovi oggetti utili per la vita quotidiana, come ad esempio shopping bag in tela o federe per cuscini personalizzate.; Racconto dell'installazione presente in museo “Nei Piedi dell'Altro”, un muro “parlante” sui cambiamenti climatici e le migrazioni umane creato da un gruppo di circa 60 giovani trentini in collaborazione con varie realtà del territorio. A cura di Associazione Viração&Jangada.; Tariffa € 15 a persona; Dalle 17 alle 19; Laboratorio sartoriale di riuso di vecchi abiti personalizzabili con applicazioni e inserti di stampe africane a cura di Officina de l'ucia. I partecipanti potranno realizzare alcuni cartamodelli delle personalizzazioni desiderate, che saranno poi realizzate da Salim e da Rosy, sarti professionisti dell’Officina.; Tra un cartamodello e l’altro, chicche di storia delle stoffe e della sartoria a cura di Franca Bertagnolli, designer e stilista professionista.; Tariffa € 15 a persona; Energia - domenica 10 novembre; Dalle 14 alle 16.30; Racconto della nascita e delle finalità dell'Associazione Liter of Light e presentazione dei progetti realizzati nei diversi continenti. Un incontro informale con la possibilità di interagire e fare domande al team dell'associazione.; Infine laboratorio su solare e microcredito con l’associazione Microfinanza e Sviluppo. Per bambini dai 7 ai 14 anni, e per i genitori che vorranno unirsi.; 'Risparmiando si impara. - Il Monopoli del risparmio e delle energie rinnovabili in Tanzania'.Si tratterà di una simulazione molto semplificata di una riunione di una VICOBA (Village Community Banks), in cui i partecipanti avranno il ruolo dei membri, alle prese con i propri risparmi, le spese e gli investimenti e con un focus su spese e investimenti per tecnologie rinnovabili.​; Ingresso gratuito; Dalle 17 alle 19; Laboratorio per la realizzazione di Wonderbag curato dall’associazione Mazingira in collaborazione con l’associazione La voce delle donne della Val di Fiemme, che con le loro sarte esperte darà nuova vita a vecchie lenzuola portate dai partecipanti, realizzando le mitiche Wonderbag, le borse delle meraviglie, che verranno impreziosite utilizzando anche bellissime stoffe africane.; Tariffa € 15 a persona​; Agricoltura e uso del suolo - domenica 17 novembre; Dalle 14 alle 16.30; ACAV - Associazione Centro Aiuti Volontari racconta, insieme ad esperti della Fondazione Edmund Mach, la trasformazione del sistema agricolo in Trentino dagli inizi del ‘900 a oggi mettendo a confronto la realtà dell’Uganda con i diversi progetti di forestazione e frutticoltura. Un laboratorio con piantine ed essenze tropicali per toccare, esplorare ed imparare, giocando e costruendo insieme all'illustratore Flavio Rosati una storia in fumetto.​​; Ingresso gratuito; ​; ​; Dalle 17 alle 19; Quanto ne sai di agricoltura familiare? Partecipa all'AGRIQUIZ a cura di GTV - Gruppo Trentino di Volontariato per conoscere il mondo dell'agricoltura familiare e contribuire al raggiungimento dell'obiettivo di sviluppo sostenibile numero 2: sconfiggere la fame.​; ​Inoltre, laboratorio a cura di Antonella Agostini​, dell'associazione Nadir Onlus Trento​, con piccola mostra di terreni diversi e di humus forestali e di torba in vaschette e prove di valutazione ph terreno con cartina tornasole o con aceto e bicarbonato. Appronfondimento di piccoli accorgimenti per le nostre piante di appartamento o giardino.; Ingresso gratuito; Intercultura - domenica 24 novembre; Dalle 14 alle 19; Racconto della nascita e delle finalità del progetto di integrazione Nao Now di Shane Rehman che prevedeva la colorazione di tessuti da riutilizzare con tecnica tie dye. Una tecnica molto divertente, semplice ma anche complessa. Si invitano i partecipanti a portare vecchi tessuti (magliette, gonne, cuscini) per ricolorarli e personalizzarli.; Infine, laboratorio alla scoperta di piante e tecniche tintorie. Eco-print, estrazione di coloranti naturali e mordenzatura: cos'è e come si fa. Visita alla serra del MUSE per cercare piante ed erbe tintorie. A seguire, 'Baco da seta, la farfalla dal filo prezioso' laboratorio sulla seta, dalla sua produzione alla colorazione.; Tariffa € 15 a persona","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Intrecci-pasticci-e-trame-da-tutto-il-mondo.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"17/11/2019","17/11/2019",,,"[]","[]","[]",,
