"GEN_name","GEN_price","GEN_description","GEN_website","GEN_duration","GEN_language","GEN_isTicketAvailable","GEN_geoURI","GEN_workURI","DATETIME_startDate","DATETIME_endDate","DATETIME_startTime","DATETIME_endTime","SCHEDULE_byDay","SCHEDULE_byMonth","SCHEDULE_byMonthDay","SCHEDULE_repeatCount","SCHEDULE_repeatFrequency"
"Richard Artschwager ",,". Mart presents the first complete exhibition ever organized in Italy dedicated to Richard Artschwager (1923-2013). This major international project is entrusted to the curator Germano Celant in collaboration with the Guggenheim Museum Bilbao, which will host the exhibition this coming spring.Seeking to grasp space, everyday objects, and perception, Artschwager’s art represents an unicum in 20th-century art. The survey exhibition highlights the seminal nuclei of  the artist's quest, featuring works from the early 1960s to the first decade of the new millennium.Curated by Germano CelantSource: http://www.mart.trento.it/artschwager-en","https://www.cultura.trentino.it/eng/content/view/full/629408",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Rovereto%2C%20%2C%20Mart%20-%20Museum%20of%20Modern%20and%20Contemporary%20Art%20of%20Rovereto%20-%20Rovereto",,"2019-12-20","2019-12-20","at 19.00",,,,,,
"Cosmo cartoons","Entry with the museum’s admission ticket","The human being has always looked to space with curiosity and admiration, fear and desire for conquest and pop culture continues to tell through stories and images these science fiction daydreams. In “Cosmo Cartoons. Space exploration in science and pop culture” an immersive itinerary narrates the space with a careful balance between art and science.​Source: https://www.muse.it/en/Esplora/mostre-temporanee/Archivio/Pages/Cosmo-cartoons.aspx","https://www.cultura.trentino.it/eng/content/view/full/625410",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Muse%20-%20Science%20Museum%20-%20Trento",,"2019-12-20","2019-12-20","at 18.00",,,,,,
"The sacred and the everyday. The late antique village in San Martino ai Campi ",,"In a strategic position along what in ancient times were important roads of communication - which were attended since protohistory - the archaeological site of San Martino ai Campi is characterized by significant structures of Roman and medieval age.In the period of transition between these two eras, in the fourth century AD, a village was built on the southern side of the mountain, probably for military purposes. About two hundred years later, a fire destroyed a large part of the village, which, however, continued to live, also thanks to Christian devotion.To celebrate the 50th anniversary since finding this archaeological site in 1969, the finds and structures of this village have been reassembled. As a result, here's an exhibition featuring a recount of daily aspects which are often in relation to sacred ones: kitchen, house, daily activities, commerce, personal objects are presented along with finds pertaining to specific cults that took place in the sanctuary in the first centuries AD.In short, the exhibition offers a glance at a particular moment in the life of Monte San Martino ai Campi, while waiting for in-depth studies to be carried out.Exhibition curated by Achillina Granata of Archeogeo, and Cristina Dal Rì and Nicoletta Pisu of the Archaeological Heritage Office of the Department for Cultural Heritage of the Autonomous Province of Trento.Guided tours of the exhibition On Sunday 13 and Sunday 27 October 2019 it will be possible to join a free guided tour of the exhibition at 11.00, held by Matteo Rapanà (MAG Museo Alto Garda museum director).. Information. www.museoaltogarda.it. www.cultura.trentino.it/Temi/Archeologiawww.archeosanmartino.it ","https://www.cultura.trentino.it/eng/content/view/full/629818",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Riva%20del%20Garda%2C%20%2C%20Mag%20Alto%20Garda%20museum%20",,"2019-12-20","2019-12-20","at 18.30",,,,,,
"Wildlife",,"At the MUSE Science museum in Trento the first Italian exhibition by the German sculptor Jürgen Lingl-Rebetez. The author, employing an unusual wood carving technique with the almost exclusive use of a chainsaw, creates hyperrealistic wooden works, depicting animal species, many of which are at risk of extinction. More than 30 sculptures - including monumental ones - will be collected in four thematic groups:  next to the wild pantheon of the Great Carnivores are groups of Arctic species, temperate environments and - finally - a corner where the author gives his artistic and passionate tribute to the horse, an animal which is certainly not threatened, but that is slowly being forgotten, after being a key element of history.(Translation by Denis Cova, Sophie M. Scholl Language High School, Trento - “School and Work Project”)","https://www.cultura.trentino.it/eng/content/view/full/623539",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Muse%20-%20Science%20Museum%20-%20Trento",,"2019-12-20","2019-12-20","at 18.00",,,,,,
"The forest, a broken balance","free admission","The event refers to artworks by the group 'La Cerchia' of Trento, specially created for the occasion and on the theme of the place.Art exhibition curated by Adriano Fracalossi.Artists: Luisa Bifulco, Carla Caldonazzi, Paolo Dalponte, Bruno Degasperi, Domenico Ferrari, Adriano Fracalossi, Annalisa Lenzi, Silvio Magnini, Gianni Mascotti, Pierluigi Negriolli, Roberto Piazza, Stefania Simeoni, Giorgio Tomasi, Ilario Tomasi, Elisa Zeni. Host artists: Eva Laura Moraga from South America and Roberto Segati, from Trentino. The works therefore interpret the forest, its natural beauty, but also the weather events that periodically occur, sometimes dramatically. Obviously, the reference to what happened in October 2018 with the Vaia storm is not entirely accidental: that storm in fact put Trentino to a hard test.In order to stimulate the public's attention on the fragility of the environment, the precariousness of its balance, and the need to adopt behaviours and strategies respectful towards the environment and the climate, there will also be a photographic exhibition of images that document the damage caused by the storm 2018 in various areas of Trentino (Altopiano di Pinè - Bedolpian, Lavazè, Val Cadino - Manghen, Val dei Mocheni, Valdi Fassa - Medil, Val San Nicolò, Vetriolo, Vigolana) in the hall of Palazzo Trentini.","https://www.cultura.trentino.it/eng/content/view/full/633015",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Palazzo%20Trentini",,"2019-12-20","2019-12-20","at 18.00",,,,,,
"Beyond Drifting: imperfectly known animals","free admission"," Mandy Barker is an international award-winning photographer whose work involving marine plastic debris over the past 10 years has received global recognition. Working with scientists she aims to raise awareness about plastic pollution in the world's oceans whilst highlighting the harmful affect on marine life and ultimately ourselves.'Beyond Drifting: imperfectly known animals' is a collection of large-format images depicting particles similar to marine microorganisms. . Plankton form a diverse group of microscopic marine organisms living in the water column, not able to swim against the current they exist in a drifting, floating state. In this series unique 'specimens' of this animal species relate to the pioneering discoveries made by John Vaughan Thompson in Cobh, Cork harbour during the 1800's.. Presented as microscopic samples, objects of marine plastic debris, recovered from the same location, mimic Thompson's early scientific discoveries of plankton. The work represents the degradation and contamination of plastic particles in the natural environment, by creating the perception of past scientific studies, when organisms were free from plastic. Enveloping black space evokes the deep oceans beneath. Presenting new 'specimens' created from recovered debris, serves as a metaphor to the ubiquity of plastic and the anthropocene, encapsulating in miniature the much larger problem of an imperfect world.. Movements of the recovered plastic objects, recorded in camera over several seconds, represent the movement of individual plankton in the water column, which also parallels with the planets that have an apparent motion of their own. Captured on expired film and with faulty cameras, highlights the 'imperfection' in both technique and of subject matter. Film grain has intentionally been made visible, as a metaphor to the micro plastic particles being ingested. Nomenclature is the description given to devising new scientific names, of which each specimen has been given, imitating early latin origins, each name contains the word 'plastic' hidden within its title.. Current scientific research has found that plankton ingest micro plastic particles, mistaking them for food, and at the botom of the food chain they are themselves a crucial source of food for many of the larger creatures. The potential impact on marine life and ultimately man itself is currently of vital concern. In terms of plankton, and of action, we are 'Beyond Drifting', and must bring into focus these 'Imperfectly Known Animals'.The series of work is presented as an old science book from 1800's, that as well as reflecting the current situation regarding organisms intake of plastic, also subtly includes the original writing, descriptions, and figures recorded by Thompson in his research memoirs of 1830, entitled, 'Imperfectly Known Animals'. The book uniquely captures our changing times along with both past and present research.Source: https://www.mandy-barker.com/beyond-drifting-alt","https://www.cultura.trentino.it/eng/content/view/full/633441",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Buonconsiglio%20Castle",,"2019-12-20","2019-12-20","9:30","17:00",,,,,
"Domus Magna. The Palace of the 'Magnifica Comunità di Fiemme' from the Middle Ages to the present day",,"Domus Magna: this is the definition that most frequently appears in ancient documents to refer to the monument, now known as The Palace of the 'Magnifica Comunità di Fiemme' The exhibition 'La Domus Magna di Cavalese' (The Domus Magna of Cavalese) offers visitors the opportunity to discover the origins and the architectural, functional and decorative evolution of the Palace. Many events are scheduled, dedicated to adults, but especially to children, families and schools.The event, curated by Tommaso Dossi and Francesca Dagostin, is sponsored by the The Network of the castles of Trentino, by Euregio, and is organised in collaboration with the Department for Cultural Heritage of Trento.","https://www.cultura.trentino.it/eng/content/view/full/625533",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Cavalese%2C%20%2C%20Palace%20of%20the%20%22Magnifica%20Comunit%C3%A0%20di%20Fiemme%22",,"2019-12-21","2019-12-21","at 17.30",,,,,,
"100 Marks - Berlin 2019","free admission","Tommaso Bonaventura – 100 marchi – Berlino 2019 (100 Marks - Berlin 2019) is an artistic project by the photographer Tommaso Bonaventura, developed in collaboration with the curator Elisa Del Prete, marking the 30th anniversary of the fall of the Berlin Wall (9 November 1989). The exhibition tells the story of the Begrüßungsgeld, the ‘welcome money’ which from 1970 to December 1989 was given to citizens of the DDR on entering West Germany for the first time. This vicissitude provides food for thought on an epochal change, starting from a stance that favours private, family stories, expressed through a two-sided narrative: both photographic and video.The exhibition is the upshot of collaboration between various institutions and will tour between various venues: in Turin, in Trento, and at San Vito al Tagliamento.Source: http://camera.to/en/mostre/tommaso-bonaventura-100-marchi-berlino-2019/","https://www.cultura.trentino.it/eng/content/view/full/631981",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Trentino%20history%20museum%20foundation%2C%20the%20Tunnels%20of%20Piedicastello%20-%20Trento",,"2019-12-21","2019-12-21","9:00","18:00",,,,,
"Intermedia. Archivio di Nuova Scrittura. The Paolo Della Grazia Collection",,"Words and images in 20th-century art  represent the core of art collector Paolo Della Grazia's Archivio di Nuova Scrittura. In 1998 Della Grazia chose to place his collection at Mart of Rovereto and Museion of Bolzano to better ensure its access to scholars and the public. It is now featured in a double exhibition   consisting of a different complementary section in each of the two museums. Mart, which manages the Archive's impressive bibliographical and archival documentation, proposes a focus on experimental magazines and a small tribute to the magazine 'Lotta poetica' and its exponents Sarenco, De Vree, Miccini, and Arias-Misson.Source: http://www.mart.tn.it/focusintermedia-en ","https://www.cultura.trentino.it/eng/content/view/full/632527",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Rovereto%2C%20%2C%20Mart%20-%20Museum%20of%20Modern%20and%20Contemporary%20Art%20of%20Rovereto%20-%20Rovereto",,"2019-12-21","2019-12-21","at 11.00",,,,,,
"Gianni Pellegrini. Semblances in my Eyes",,". One of the founders of the important art movement Astrazione Oggettiva, featured in a Mart exhibition in 2015, Gianni Pellegrini (1953) returns to the Galleria Civica with a solo exhibition presenting the latest developments in his pictorial quest.Mostly unpublished or created specially for the occasion, Pellegrini’s recent canvases continue the exploration of light and colour that has characterized his art since his debut in the 1970s. The exhibition provides visitors a deep appreciation of the tireless pursuits of one of the outstanding figures in the Tridentine arts scene while reaffirming the cultural vocation of the Galleria Civica and its bond with the local area.Curated by Margherita de PilatiSource: http://www.mart.tn.it/pellegrini-en","https://www.cultura.trentino.it/eng/content/view/full/628243",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Civic%20art%20gallery%20-%20Trento",,"2019-12-21","2019-12-21","at 18.00",,,,,,
"Richard Artschwager ",,". Mart presents the first complete exhibition ever organized in Italy dedicated to Richard Artschwager (1923-2013). This major international project is entrusted to the curator Germano Celant in collaboration with the Guggenheim Museum Bilbao, which will host the exhibition this coming spring.Seeking to grasp space, everyday objects, and perception, Artschwager’s art represents an unicum in 20th-century art. The survey exhibition highlights the seminal nuclei of  the artist's quest, featuring works from the early 1960s to the first decade of the new millennium.Curated by Germano CelantSource: http://www.mart.trento.it/artschwager-en","https://www.cultura.trentino.it/eng/content/view/full/629408",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Rovereto%2C%20%2C%20Mart%20-%20Museum%20of%20Modern%20and%20Contemporary%20Art%20of%20Rovereto%20-%20Rovereto",,"2019-12-21","2019-12-21","at 19.00",,,,,,
"Cosmo cartoons","Entry with the museum’s admission ticket","The human being has always looked to space with curiosity and admiration, fear and desire for conquest and pop culture continues to tell through stories and images these science fiction daydreams. In “Cosmo Cartoons. Space exploration in science and pop culture” an immersive itinerary narrates the space with a careful balance between art and science.​Source: https://www.muse.it/en/Esplora/mostre-temporanee/Archivio/Pages/Cosmo-cartoons.aspx","https://www.cultura.trentino.it/eng/content/view/full/625410",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Muse%20-%20Science%20Museum%20-%20Trento",,"2019-12-21","2019-12-21","at 18.00",,,,,,
"The sacred and the everyday. The late antique village in San Martino ai Campi ",,"In a strategic position along what in ancient times were important roads of communication - which were attended since protohistory - the archaeological site of San Martino ai Campi is characterized by significant structures of Roman and medieval age.In the period of transition between these two eras, in the fourth century AD, a village was built on the southern side of the mountain, probably for military purposes. About two hundred years later, a fire destroyed a large part of the village, which, however, continued to live, also thanks to Christian devotion.To celebrate the 50th anniversary since finding this archaeological site in 1969, the finds and structures of this village have been reassembled. As a result, here's an exhibition featuring a recount of daily aspects which are often in relation to sacred ones: kitchen, house, daily activities, commerce, personal objects are presented along with finds pertaining to specific cults that took place in the sanctuary in the first centuries AD.In short, the exhibition offers a glance at a particular moment in the life of Monte San Martino ai Campi, while waiting for in-depth studies to be carried out.Exhibition curated by Achillina Granata of Archeogeo, and Cristina Dal Rì and Nicoletta Pisu of the Archaeological Heritage Office of the Department for Cultural Heritage of the Autonomous Province of Trento.Guided tours of the exhibition On Sunday 13 and Sunday 27 October 2019 it will be possible to join a free guided tour of the exhibition at 11.00, held by Matteo Rapanà (MAG Museo Alto Garda museum director).. Information. www.museoaltogarda.it. www.cultura.trentino.it/Temi/Archeologiawww.archeosanmartino.it ","https://www.cultura.trentino.it/eng/content/view/full/629818",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Riva%20del%20Garda%2C%20%2C%20Mag%20Alto%20Garda%20museum%20",,"2019-12-21","2019-12-21","at 18.30",,,,,,
"Wildlife",,"At the MUSE Science museum in Trento the first Italian exhibition by the German sculptor Jürgen Lingl-Rebetez. The author, employing an unusual wood carving technique with the almost exclusive use of a chainsaw, creates hyperrealistic wooden works, depicting animal species, many of which are at risk of extinction. More than 30 sculptures - including monumental ones - will be collected in four thematic groups:  next to the wild pantheon of the Great Carnivores are groups of Arctic species, temperate environments and - finally - a corner where the author gives his artistic and passionate tribute to the horse, an animal which is certainly not threatened, but that is slowly being forgotten, after being a key element of history.(Translation by Denis Cova, Sophie M. Scholl Language High School, Trento - “School and Work Project”)","https://www.cultura.trentino.it/eng/content/view/full/623539",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Muse%20-%20Science%20Museum%20-%20Trento",,"2019-12-21","2019-12-21","at 18.00",,,,,,
"Beyond Drifting: imperfectly known animals","free admission"," Mandy Barker is an international award-winning photographer whose work involving marine plastic debris over the past 10 years has received global recognition. Working with scientists she aims to raise awareness about plastic pollution in the world's oceans whilst highlighting the harmful affect on marine life and ultimately ourselves.'Beyond Drifting: imperfectly known animals' is a collection of large-format images depicting particles similar to marine microorganisms. . Plankton form a diverse group of microscopic marine organisms living in the water column, not able to swim against the current they exist in a drifting, floating state. In this series unique 'specimens' of this animal species relate to the pioneering discoveries made by John Vaughan Thompson in Cobh, Cork harbour during the 1800's.. Presented as microscopic samples, objects of marine plastic debris, recovered from the same location, mimic Thompson's early scientific discoveries of plankton. The work represents the degradation and contamination of plastic particles in the natural environment, by creating the perception of past scientific studies, when organisms were free from plastic. Enveloping black space evokes the deep oceans beneath. Presenting new 'specimens' created from recovered debris, serves as a metaphor to the ubiquity of plastic and the anthropocene, encapsulating in miniature the much larger problem of an imperfect world.. Movements of the recovered plastic objects, recorded in camera over several seconds, represent the movement of individual plankton in the water column, which also parallels with the planets that have an apparent motion of their own. Captured on expired film and with faulty cameras, highlights the 'imperfection' in both technique and of subject matter. Film grain has intentionally been made visible, as a metaphor to the micro plastic particles being ingested. Nomenclature is the description given to devising new scientific names, of which each specimen has been given, imitating early latin origins, each name contains the word 'plastic' hidden within its title.. Current scientific research has found that plankton ingest micro plastic particles, mistaking them for food, and at the botom of the food chain they are themselves a crucial source of food for many of the larger creatures. The potential impact on marine life and ultimately man itself is currently of vital concern. In terms of plankton, and of action, we are 'Beyond Drifting', and must bring into focus these 'Imperfectly Known Animals'.The series of work is presented as an old science book from 1800's, that as well as reflecting the current situation regarding organisms intake of plastic, also subtly includes the original writing, descriptions, and figures recorded by Thompson in his research memoirs of 1830, entitled, 'Imperfectly Known Animals'. The book uniquely captures our changing times along with both past and present research.Source: https://www.mandy-barker.com/beyond-drifting-alt","https://www.cultura.trentino.it/eng/content/view/full/633441",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Buonconsiglio%20Castle",,"2019-12-21","2019-12-21","9:30","17:00",,,,,
"Domus Magna. The Palace of the 'Magnifica Comunità di Fiemme' from the Middle Ages to the present day",,"Domus Magna: this is the definition that most frequently appears in ancient documents to refer to the monument, now known as The Palace of the 'Magnifica Comunità di Fiemme' The exhibition 'La Domus Magna di Cavalese' (The Domus Magna of Cavalese) offers visitors the opportunity to discover the origins and the architectural, functional and decorative evolution of the Palace. Many events are scheduled, dedicated to adults, but especially to children, families and schools.The event, curated by Tommaso Dossi and Francesca Dagostin, is sponsored by the The Network of the castles of Trentino, by Euregio, and is organised in collaboration with the Department for Cultural Heritage of Trento.","https://www.cultura.trentino.it/eng/content/view/full/625533",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Cavalese%2C%20%2C%20Palace%20of%20the%20%22Magnifica%20Comunit%C3%A0%20di%20Fiemme%22",,"2019-12-22","2019-12-22","at 17.30",,,,,,
"100 Marks - Berlin 2019","free admission","Tommaso Bonaventura – 100 marchi – Berlino 2019 (100 Marks - Berlin 2019) is an artistic project by the photographer Tommaso Bonaventura, developed in collaboration with the curator Elisa Del Prete, marking the 30th anniversary of the fall of the Berlin Wall (9 November 1989). The exhibition tells the story of the Begrüßungsgeld, the ‘welcome money’ which from 1970 to December 1989 was given to citizens of the DDR on entering West Germany for the first time. This vicissitude provides food for thought on an epochal change, starting from a stance that favours private, family stories, expressed through a two-sided narrative: both photographic and video.The exhibition is the upshot of collaboration between various institutions and will tour between various venues: in Turin, in Trento, and at San Vito al Tagliamento.Source: http://camera.to/en/mostre/tommaso-bonaventura-100-marchi-berlino-2019/","https://www.cultura.trentino.it/eng/content/view/full/631981",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Trentino%20history%20museum%20foundation%2C%20the%20Tunnels%20of%20Piedicastello%20-%20Trento",,"2019-12-22","2019-12-22","9:00","18:00",,,,,
"Intermedia. Archivio di Nuova Scrittura. The Paolo Della Grazia Collection",,"Words and images in 20th-century art  represent the core of art collector Paolo Della Grazia's Archivio di Nuova Scrittura. In 1998 Della Grazia chose to place his collection at Mart of Rovereto and Museion of Bolzano to better ensure its access to scholars and the public. It is now featured in a double exhibition   consisting of a different complementary section in each of the two museums. Mart, which manages the Archive's impressive bibliographical and archival documentation, proposes a focus on experimental magazines and a small tribute to the magazine 'Lotta poetica' and its exponents Sarenco, De Vree, Miccini, and Arias-Misson.Source: http://www.mart.tn.it/focusintermedia-en ","https://www.cultura.trentino.it/eng/content/view/full/632527",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Rovereto%2C%20%2C%20Mart%20-%20Museum%20of%20Modern%20and%20Contemporary%20Art%20of%20Rovereto%20-%20Rovereto",,"2019-12-22","2019-12-22","at 11.00",,,,,,
"Gianni Pellegrini. Semblances in my Eyes",,". One of the founders of the important art movement Astrazione Oggettiva, featured in a Mart exhibition in 2015, Gianni Pellegrini (1953) returns to the Galleria Civica with a solo exhibition presenting the latest developments in his pictorial quest.Mostly unpublished or created specially for the occasion, Pellegrini’s recent canvases continue the exploration of light and colour that has characterized his art since his debut in the 1970s. The exhibition provides visitors a deep appreciation of the tireless pursuits of one of the outstanding figures in the Tridentine arts scene while reaffirming the cultural vocation of the Galleria Civica and its bond with the local area.Curated by Margherita de PilatiSource: http://www.mart.tn.it/pellegrini-en","https://www.cultura.trentino.it/eng/content/view/full/628243",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Civic%20art%20gallery%20-%20Trento",,"2019-12-22","2019-12-22","at 18.00",,,,,,
"Richard Artschwager ",,". Mart presents the first complete exhibition ever organized in Italy dedicated to Richard Artschwager (1923-2013). This major international project is entrusted to the curator Germano Celant in collaboration with the Guggenheim Museum Bilbao, which will host the exhibition this coming spring.Seeking to grasp space, everyday objects, and perception, Artschwager’s art represents an unicum in 20th-century art. The survey exhibition highlights the seminal nuclei of  the artist's quest, featuring works from the early 1960s to the first decade of the new millennium.Curated by Germano CelantSource: http://www.mart.trento.it/artschwager-en","https://www.cultura.trentino.it/eng/content/view/full/629408",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Rovereto%2C%20%2C%20Mart%20-%20Museum%20of%20Modern%20and%20Contemporary%20Art%20of%20Rovereto%20-%20Rovereto",,"2019-12-22","2019-12-22","at 19.00",,,,,,
"Cosmo cartoons","Entry with the museum’s admission ticket","The human being has always looked to space with curiosity and admiration, fear and desire for conquest and pop culture continues to tell through stories and images these science fiction daydreams. In “Cosmo Cartoons. Space exploration in science and pop culture” an immersive itinerary narrates the space with a careful balance between art and science.​Source: https://www.muse.it/en/Esplora/mostre-temporanee/Archivio/Pages/Cosmo-cartoons.aspx","https://www.cultura.trentino.it/eng/content/view/full/625410",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Muse%20-%20Science%20Museum%20-%20Trento",,"2019-12-22","2019-12-22","at 18.00",,,,,,
"The sacred and the everyday. The late antique village in San Martino ai Campi ",,"In a strategic position along what in ancient times were important roads of communication - which were attended since protohistory - the archaeological site of San Martino ai Campi is characterized by significant structures of Roman and medieval age.In the period of transition between these two eras, in the fourth century AD, a village was built on the southern side of the mountain, probably for military purposes. About two hundred years later, a fire destroyed a large part of the village, which, however, continued to live, also thanks to Christian devotion.To celebrate the 50th anniversary since finding this archaeological site in 1969, the finds and structures of this village have been reassembled. As a result, here's an exhibition featuring a recount of daily aspects which are often in relation to sacred ones: kitchen, house, daily activities, commerce, personal objects are presented along with finds pertaining to specific cults that took place in the sanctuary in the first centuries AD.In short, the exhibition offers a glance at a particular moment in the life of Monte San Martino ai Campi, while waiting for in-depth studies to be carried out.Exhibition curated by Achillina Granata of Archeogeo, and Cristina Dal Rì and Nicoletta Pisu of the Archaeological Heritage Office of the Department for Cultural Heritage of the Autonomous Province of Trento.Guided tours of the exhibition On Sunday 13 and Sunday 27 October 2019 it will be possible to join a free guided tour of the exhibition at 11.00, held by Matteo Rapanà (MAG Museo Alto Garda museum director).. Information. www.museoaltogarda.it. www.cultura.trentino.it/Temi/Archeologiawww.archeosanmartino.it ","https://www.cultura.trentino.it/eng/content/view/full/629818",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Riva%20del%20Garda%2C%20%2C%20Mag%20Alto%20Garda%20museum%20",,"2019-12-22","2019-12-22","at 18.30",,,,,,
"Wildlife",,"At the MUSE Science museum in Trento the first Italian exhibition by the German sculptor Jürgen Lingl-Rebetez. The author, employing an unusual wood carving technique with the almost exclusive use of a chainsaw, creates hyperrealistic wooden works, depicting animal species, many of which are at risk of extinction. More than 30 sculptures - including monumental ones - will be collected in four thematic groups:  next to the wild pantheon of the Great Carnivores are groups of Arctic species, temperate environments and - finally - a corner where the author gives his artistic and passionate tribute to the horse, an animal which is certainly not threatened, but that is slowly being forgotten, after being a key element of history.(Translation by Denis Cova, Sophie M. Scholl Language High School, Trento - “School and Work Project”)","https://www.cultura.trentino.it/eng/content/view/full/623539",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Muse%20-%20Science%20Museum%20-%20Trento",,"2019-12-22","2019-12-22","at 18.00",,,,,,
"Beyond Drifting: imperfectly known animals","free admission"," Mandy Barker is an international award-winning photographer whose work involving marine plastic debris over the past 10 years has received global recognition. Working with scientists she aims to raise awareness about plastic pollution in the world's oceans whilst highlighting the harmful affect on marine life and ultimately ourselves.'Beyond Drifting: imperfectly known animals' is a collection of large-format images depicting particles similar to marine microorganisms. . Plankton form a diverse group of microscopic marine organisms living in the water column, not able to swim against the current they exist in a drifting, floating state. In this series unique 'specimens' of this animal species relate to the pioneering discoveries made by John Vaughan Thompson in Cobh, Cork harbour during the 1800's.. Presented as microscopic samples, objects of marine plastic debris, recovered from the same location, mimic Thompson's early scientific discoveries of plankton. The work represents the degradation and contamination of plastic particles in the natural environment, by creating the perception of past scientific studies, when organisms were free from plastic. Enveloping black space evokes the deep oceans beneath. Presenting new 'specimens' created from recovered debris, serves as a metaphor to the ubiquity of plastic and the anthropocene, encapsulating in miniature the much larger problem of an imperfect world.. Movements of the recovered plastic objects, recorded in camera over several seconds, represent the movement of individual plankton in the water column, which also parallels with the planets that have an apparent motion of their own. Captured on expired film and with faulty cameras, highlights the 'imperfection' in both technique and of subject matter. Film grain has intentionally been made visible, as a metaphor to the micro plastic particles being ingested. Nomenclature is the description given to devising new scientific names, of which each specimen has been given, imitating early latin origins, each name contains the word 'plastic' hidden within its title.. Current scientific research has found that plankton ingest micro plastic particles, mistaking them for food, and at the botom of the food chain they are themselves a crucial source of food for many of the larger creatures. The potential impact on marine life and ultimately man itself is currently of vital concern. In terms of plankton, and of action, we are 'Beyond Drifting', and must bring into focus these 'Imperfectly Known Animals'.The series of work is presented as an old science book from 1800's, that as well as reflecting the current situation regarding organisms intake of plastic, also subtly includes the original writing, descriptions, and figures recorded by Thompson in his research memoirs of 1830, entitled, 'Imperfectly Known Animals'. The book uniquely captures our changing times along with both past and present research.Source: https://www.mandy-barker.com/beyond-drifting-alt","https://www.cultura.trentino.it/eng/content/view/full/633441",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Buonconsiglio%20Castle",,"2019-12-22","2019-12-22","9:30","17:00",,,,,
"Domus Magna. The Palace of the 'Magnifica Comunità di Fiemme' from the Middle Ages to the present day",,"Domus Magna: this is the definition that most frequently appears in ancient documents to refer to the monument, now known as The Palace of the 'Magnifica Comunità di Fiemme' The exhibition 'La Domus Magna di Cavalese' (The Domus Magna of Cavalese) offers visitors the opportunity to discover the origins and the architectural, functional and decorative evolution of the Palace. Many events are scheduled, dedicated to adults, but especially to children, families and schools.The event, curated by Tommaso Dossi and Francesca Dagostin, is sponsored by the The Network of the castles of Trentino, by Euregio, and is organised in collaboration with the Department for Cultural Heritage of Trento.","https://www.cultura.trentino.it/eng/content/view/full/625533",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Cavalese%2C%20%2C%20Palace%20of%20the%20%22Magnifica%20Comunit%C3%A0%20di%20Fiemme%22",,"2019-12-23","2019-12-23","at 17.30",,,,,,
"100 Marks - Berlin 2019","free admission","Tommaso Bonaventura – 100 marchi – Berlino 2019 (100 Marks - Berlin 2019) is an artistic project by the photographer Tommaso Bonaventura, developed in collaboration with the curator Elisa Del Prete, marking the 30th anniversary of the fall of the Berlin Wall (9 November 1989). The exhibition tells the story of the Begrüßungsgeld, the ‘welcome money’ which from 1970 to December 1989 was given to citizens of the DDR on entering West Germany for the first time. This vicissitude provides food for thought on an epochal change, starting from a stance that favours private, family stories, expressed through a two-sided narrative: both photographic and video.The exhibition is the upshot of collaboration between various institutions and will tour between various venues: in Turin, in Trento, and at San Vito al Tagliamento.Source: http://camera.to/en/mostre/tommaso-bonaventura-100-marchi-berlino-2019/","https://www.cultura.trentino.it/eng/content/view/full/631981",,,,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%2C%20%2C%20Trentino%20history%20museum%20foundation%2C%20the%20Tunnels%20of%20Piedicastello%20-%20Trento",,"2019-12-23","2019-12-23","9:00","18:00",,,,,
